coverage_risk,demo_volatility,bio_compliance_risk,ALRI,ALRI_next_month
0.11538461538461542,1.0,0.5294117647058824,191.07047158102242,0.4285714285714286
0.02197802197802201,1.0,0.6694835680751174,191.0844711440112,191.0716030665837
0.03429602888086647,1.0,0.3204497540407589,190.98345640187173,191.00838750570495
0.11340206185567014,1.0,0.498050139275766,191.0604683273347,191.0403475891749
0.03886925795053009,1.0,0.6736259054111632,191.09078121600376,191.09101476990355
0.02876480541455162,1.0,0.2867036011080333,190.97167318895205,0.24166666666666664
0.07499999999999996,1.0,0.4445169712793734,191.03288775837908,0.16175675675675674
0.024163568773234223,1.0,0.34350323043790376,190.9873327067586,0.19454545454545452
0.10340136054421767,1.0,0.5900860303154445,191.08507888425316,0.190480034308894
0.013398294762484775,1.0,0.41959151298830066,191.0069296093205,0.12330814098609258
0.04419889502762431,1.0,0.4938488576449912,191.03844699279705,0.16150375939849626
0.08126036484245436,1.0,0.4380453752181501,191.03282438901343,0.2017719568567026
0.04434589800443456,1.0,0.6722054380664653,191.09199806781652,0.19015619738657222
0.07734806629834257,0.8032508803025861,0.6795212765957447,153.54920532217764,0.2361111111111111
0.0997566909975669,1.0,0.4952198852772467,191.05552563987771,191.05241145487406
0.02857142857142858,1.0,0.8081607795371498,191.12805232942785,0.23781813741260663
0.03151862464183386,0.7404642036989671,0.8015267175572519,141.5875236008481,141.48453037431332
0.03151862464183386,0.7404642036989671,0.4582159624413146,141.48453037431332,139.170128623703
0.0390977443609023,1.0,0.26288323548597525,190.9676269609493,191.01803680013265
0.1010526315789474,1.0,0.7189668465690053,191.12303851043964,0.12452996474735603
0.012562814070351758,1.0,0.4597087378640776,191.01871413257558,0.16232970154561716
0.03482587064676612,1.0,0.4452871072589383,191.02106656036696,190.93836600032859
0.026479750778816147,1.0,0.41101223581757507,191.00828026297415,191.04437960577076
0.0532407407407407,1.0,0.5302823315118397,191.05208958867104,0.1823058174960104
0.04680851063829783,1.0,0.30224590787971073,190.98174899255068,190.98641728237988
0.033802816901408406,1.0,0.49520547945205484,191.0357351559013,191.0537053613895
0.012519561815336422,1.0,0.5287060839760069,191.03940036073266,191.0610727833427
0.02048192771084334,1.0,0.6895374107420056,191.0900384685311,0.2198923076923077
0.059113300492610876,1.0,0.4489372731985485,191.0294478391026,191.07703266699525
0.017524644030668113,1.0,0.4854533152909337,191.02792605479175,191.0686402919582
0.034146341463414664,1.0,0.47529313232830817,191.02986450913278,0.18967550862734994
0.041353383458646586,1.0,0.470160116448326,191.03048671696735,119.86273009797594
0.06358381502890176,0.837621066185567,0.42846153846153845,160.030237218913,162.40564197788373
0.11979166666666663,1.0,0.5112359550561798,191.0663409535121,191.06080043618505
0.03470715835141003,1.0,0.508587786259542,191.04002115037855,191.07320188371142
0.03337104072398189,1.0,0.27953890489913547,190.9709056506822,0.12904319466488742
0.037151702786377694,0.0,0.8421327757449033,0.26378534355938427,191.1589771114397
0.051948051948051965,0.0,0.5837063563115488,0.1906963224778802,191.01775664889573
0.03076923076923077,0.0,0.4011299435028248,0.12956975228161668,0.21764705882352942
0.033816425120772986,0.0,0.5581295581295581,0.17758379497509932,0.1984112693829018
0.052631578947368474,0.0,0.5846774193548387,0.19119269949066217,191.08585619640704
0.042386185243328045,0.0,0.5301709103592606,0.1717671286807766,191.03971813287134
0.18858560794044665,0.0,0.4715689193212266,0.19804635817850197,0.1357785318173761
0.09322033898305082,0.0,0.4406604747162023,0.16016424410977595,191.11203266699528
0.10289389067524113,0.0,0.48888888888888893,0.17753483386923902,0.17216622289844047
0.13043478260869568,0.0,0.5849462365591398,0.21461430575035062,2.3921142599898584
0.07471264367816088,0.0,0.6833333333333333,0.22741379310344825,6.345815212321869
